InvoiceNumber,EquipID,InvoiceDate
INV-03436,2366,2023-01-10
INV-03437,1947,2023-04-11
INV-03438,4557,2023-02-15
INV-03439,1503,2023-01-19
INV-03440,595,2023-03-17
INV-03441,331,2023-05-11
INV-03442,2824,2023-11-07
INV-03443,3716,2023-04-03
INV-03444,5778,2023-12-01
INV-03445,1751,2023-04-18
INV-03446,3850,2023-11-27
INV-03447,5741,2023-01-08
INV-03448,2897,2023-01-28
INV-03449,28,2023-04-08
INV-03450,4837,2023-07-06
INV-03451,2314,2023-03-26
INV-03452,5094,2023-01-09
INV-03453,26,2023-05-14
INV-03454,5838,2023-11-12
INV-03455,291,2023-12-22
INV-03456,1806,2023-08-30
INV-03457,1972,2023-04-11
INV-03458,2949,2023-09-01
INV-03459,5103,2023-06-11
INV-03460,5862,2023-11-06
INV-03461,5518,2023-06-15
INV-03462,5685,2023-06-15
INV-03463,690,2023-01-25
INV-03464,624,2023-06-01
INV-03465,5109,2023-01-03
INV-03466,4612,2023-08-31
INV-03467,1140,2023-11-05
INV-03468,65,2023-03-26
INV-03469,5228,2023-02-28
INV-03470,2194,2023-12-01
INV-03471,2690,2023-04-05
INV-03472,4217,2023-08-27
INV-03473,2527,2023-10-11
INV-03474,5859,2023-10-17
INV-03475,3896,2023-07-13
INV-03476,2260,2023-04-01
INV-03477,417,2023-07-05
INV-03478,744,2023-02-12
INV-03479,3724,2023-11-06
INV-03480,5302,2023-05-30
INV-03481,2449,2023-10-31
INV-03482,1392,2023-04-18
INV-03483,2947,2023-10-21
INV-03484,5293,2023-11-14
INV-03485,3138,2023-07-22
INV-03486,2644,2023-08-12
INV-03487,5342,2023-06-04
INV-03488,1216,2023-02-01
INV-03489,1889,2023-07-23
INV-03490,4606,2023-06-13
INV-03491,980,2023-01-11
INV-03492,2293,2023-06-09
INV-03493,5241,2023-11-06
INV-03494,2057,2023-08-18
INV-03495,2744,2023-11-11
INV-03496,5713,2023-01-28
INV-03497,1248,2023-10-02
INV-03498,5909,2023-08-17
INV-03499,1033,2023-08-10
INV-03500,4313,2023-12-19
INV-03501,4206,2023-12-26
INV-03502,141,2023-01-04
INV-03503,5698,2023-11-25
INV-03504,4179,2023-11-01
INV-03505,2399,2023-02-16
INV-03506,4156,2023-08-30
INV-03507,1025,2023-03-17
INV-03508,1936,2023-10-27
INV-03509,5904,2023-12-04
INV-03510,1688,2023-04-17
INV-03511,4007,2023-11-21
INV-03512,765,2023-09-04
INV-03513,2183,2023-08-08
INV-03514,5418,2023-10-04
INV-03515,5101,2023-12-15
INV-03516,3107,2023-11-18
INV-03517,2553,2023-10-09
INV-03518,2199,2023-07-15
INV-03519,5844,2023-12-04
INV-03520,1213,2023-03-22
INV-03521,4919,2023-01-20
INV-03522,617,2023-10-07
INV-03523,5363,2023-12-06
INV-03524,1870,2023-05-24
INV-03525,2105,2023-12-10
INV-03526,175,2023-10-13
INV-03527,5405,2023-11-15
INV-03528,216,2023-06-13
INV-03529,2904,2023-04-19
INV-03530,4798,2023-07-21
INV-03531,2338,2023-12-25
INV-03532,2386,2023-07-28
INV-03533,3421,2023-09-16
INV-03534,1277,2023-12-01
INV-03535,1049,2023-08-12
INV-03536,4449,2023-08-26
INV-03537,1704,2023-11-24
INV-03538,1762,2023-01-07
INV-03539,3730,2023-06-02
INV-03540,4160,2023-03-25
INV-03541,723,2023-04-17
INV-03542,5407,2023-06-24
INV-03543,1608,2023-04-21
INV-03544,1555,2023-03-14
INV-03545,3396,2023-02-25
INV-03546,5418,2023-10-16
INV-03547,5802,2023-05-04
INV-03548,5528,2023-06-28
INV-03549,1218,2023-05-25
INV-03550,2144,2023-12-07
INV-03551,2133,2023-06-17
INV-03552,1102,2023-06-15
INV-03553,5008,2023-06-21
INV-03554,2900,2023-02-22
INV-03555,1220,2023-05-23
INV-03556,5616,2023-03-20
INV-03557,4681,2023-08-17
INV-03558,3680,2023-07-05
INV-03559,4862,2023-11-11
INV-03560,45,2023-05-06
INV-03561,4058,2023-06-14
INV-03562,5936,2023-07-17
INV-03563,4860,2023-12-09
INV-03564,4383,2023-12-10
INV-03565,2855,2023-06-04
INV-03566,1910,2023-05-08
INV-03567,1916,2023-06-15
INV-03568,5120,2023-06-29
INV-03569,485,2023-10-08
INV-03570,5145,2023-10-25
INV-03571,712,2023-07-09
INV-03572,2843,2023-06-14
INV-03573,1973,2023-07-29
INV-03574,1149,2023-09-13
INV-03575,3784,2023-03-23
INV-03576,1357,2023-10-30
INV-03577,5835,2023-03-03
INV-03578,2546,2023-01-04
INV-03579,2545,2023-12-02
INV-03580,4834,2023-05-27
INV-03581,776,2023-08-09
INV-03582,2300,2023-05-13
INV-03583,5088,2023-09-13
INV-03584,671,2023-11-18
INV-03585,2889,2023-03-08
INV-03586,5015,2023-06-24
INV-03587,4958,2023-11-28
INV-03588,2390,2023-01-02
INV-03589,4568,2023-04-05
INV-03590,501,2023-09-29
INV-03591,1968,2023-04-20
INV-03592,4023,2023-08-03
INV-03593,1820,2023-07-12
INV-03594,4080,2023-09-22
INV-03595,270,2023-11-22
INV-03596,5227,2023-01-02
INV-03597,1444,2023-10-03
INV-03598,710,2023-12-10
INV-03599,3833,2023-09-14
INV-03600,3114,2023-07-22
INV-03601,1376,2023-09-01
INV-03602,2575,2023-11-12
INV-03603,3194,2023-04-09
INV-03604,5465,2023-07-01
INV-03605,5273,2023-11-02
INV-03606,2331,2023-05-20
INV-03607,1011,2023-12-23
INV-03608,2677,2023-04-29
INV-03609,4592,2023-07-12
INV-03610,2519,2023-03-12
INV-03611,4564,2023-09-13
INV-03612,457,2023-02-15
INV-03613,235,2023-06-11
INV-03614,1135,2023-12-12
INV-03615,1726,2023-07-19
INV-03616,3037,2023-08-11
INV-03617,208,2023-05-17
INV-03618,5106,2023-12-19
INV-03619,4507,2023-05-18
INV-03620,226,2023-01-14
INV-03621,4103,2023-04-23
INV-03622,3907,2023-03-29
INV-03623,5398,2023-08-17
INV-03624,2860,2023-01-06
INV-03625,1932,2023-04-18
INV-03626,4317,2023-07-30
INV-03627,4809,2023-06-20
INV-03628,2548,2023-08-10
INV-03629,2388,2023-06-20
INV-03630,3179,2023-12-05
INV-03631,4644,2023-05-24
INV-03632,5970,2023-07-31
INV-03633,4924,2023-11-19
INV-03634,5447,2023-10-21
INV-03635,5549,2023-12-23
INV-03636,1534,2023-06-07
INV-03637,1253,2023-10-24
INV-03638,2944,2023-06-09
INV-03639,1691,2023-07-09
INV-03640,841,2023-04-28
INV-03641,687,2023-10-20
INV-03642,1421,2023-10-06
INV-03643,2171,2023-05-01
INV-03644,5918,2023-03-08
INV-03645,3524,2023-01-03
INV-03646,3772,2023-09-22
INV-03647,2527,2023-02-16
INV-03648,3113,2023-02-12
INV-03649,2657,2023-01-18
INV-03650,2501,2023-03-12
INV-03651,2670,2023-07-08
INV-03652,3135,2023-03-22
INV-03653,5882,2023-10-19
INV-03654,2374,2023-08-07
INV-03655,3073,2023-03-30
INV-03656,4309,2023-01-09
INV-03657,4518,2023-10-11
INV-03658,2906,2023-08-21
INV-03659,5413,2023-06-13
INV-03660,2834,2023-10-05
INV-03661,772,2023-06-22
INV-03662,5438,2023-10-16
INV-03663,1995,2023-10-21
INV-03664,4295,2023-07-03
INV-03665,4252,2023-12-09
INV-03666,5107,2023-06-20
INV-03667,198,2023-07-26
INV-03668,4611,2023-10-09
INV-03669,5024,2023-09-13
INV-03670,2756,2023-09-26
INV-03671,1244,2023-05-07
INV-03672,328,2023-11-22
INV-03673,72,2023-01-24
INV-03674,3857,2023-10-20
INV-03675,1682,2023-03-07
INV-03676,3066,2023-03-21
INV-03677,3617,2023-03-13
INV-03678,375,2023-02-12
INV-03679,1424,2023-01-14
INV-03680,3777,2023-09-22
INV-03681,2592,2023-09-22
INV-03682,2552,2023-08-25
INV-03683,606,2023-12-13
INV-03684,569,2023-07-09
INV-03685,783,2023-12-22
INV-03686,5130,2023-12-21
INV-03687,5411,2023-02-24
INV-03688,3232,2023-03-26
INV-03689,4089,2023-09-09
INV-03690,746,2023-12-13
INV-03691,5057,2023-04-28
INV-03692,5343,2023-10-11
INV-03693,596,2023-02-19
INV-03694,3146,2023-04-15
INV-03695,315,2023-01-18
INV-03696,1261,2023-09-29
INV-03697,4459,2023-01-13
INV-03698,5715,2023-02-06
INV-03699,5614,2023-03-28
INV-03700,1647,2023-04-18
INV-03701,3547,2023-07-30
INV-03702,4726,2023-02-21
INV-03703,2776,2023-12-01
INV-03704,3066,2023-12-24
INV-03705,5698,2023-06-05
INV-03706,4472,2023-10-28
INV-03707,4496,2023-09-27
INV-03708,4026,2023-08-14
INV-03709,3805,2023-05-03
INV-03710,1716,2023-11-13
INV-03711,2237,2023-06-07
INV-03712,5755,2023-04-30
INV-03713,107,2023-08-08
INV-03714,4818,2023-08-14
INV-03715,5504,2023-02-20
INV-03716,2572,2023-10-31
INV-03717,2920,2023-06-14
INV-03718,996,2023-10-29
INV-03719,5012,2023-12-02
INV-03720,3432,2023-05-27
INV-03721,3439,2023-04-29
INV-03722,5287,2023-04-04
INV-03723,795,2023-12-22
INV-03724,5187,2023-11-02
INV-03725,4652,2023-01-18
INV-03726,4586,2023-10-05
INV-03727,555,2023-02-09
INV-03728,1795,2023-09-07
INV-03729,4871,2023-11-10
INV-03730,4085,2023-02-05
INV-03731,1814,2023-11-26
INV-03732,3297,2023-07-20
INV-03733,452,2023-08-02
INV-03734,3994,2023-09-16
INV-03735,4926,2023-05-19
INV-03736,2015,2023-12-24
INV-03737,707,2023-04-12
INV-03738,5524,2023-09-19
INV-03739,1937,2023-07-09
INV-03740,1945,2023-11-02
INV-03741,2969,2023-09-24
INV-03742,2444,2023-09-23
INV-03743,4520,2023-02-15
INV-03744,4378,2023-09-03
INV-03745,1691,2023-05-11
INV-03746,5888,2023-05-16
INV-03747,219,2023-09-26
INV-03748,3947,2023-03-05
INV-03749,231,2023-11-04
INV-03750,2602,2023-05-05
INV-03751,3405,2023-02-23
INV-03752,3856,2023-01-08
INV-03753,4539,2023-03-15
INV-03754,2529,2023-06-27
INV-03755,5250,2023-01-18
INV-03756,5212,2023-12-12
INV-03757,3778,2023-03-20
INV-03758,3959,2023-08-31
INV-03759,3051,2023-05-07
INV-03760,1442,2023-02-06
INV-03761,2683,2023-05-28
INV-03762,5719,2023-11-30
INV-03763,1694,2023-03-15
INV-03764,4240,2023-03-18
INV-03765,4391,2023-12-17
INV-03766,4488,2023-03-24
INV-03767,2106,2023-07-19
INV-03768,2490,2023-02-03
INV-03769,5147,2023-09-18
INV-03770,2251,2023-01-22
INV-03771,2086,2023-10-17
INV-03772,4775,2023-06-12
INV-03773,3251,2023-03-16
INV-03774,5533,2023-03-02
INV-03775,5883,2023-03-10
INV-03776,1885,2023-11-29
INV-03777,4201,2023-09-03
INV-03778,2103,2023-09-21
INV-03779,3091,2023-02-27
INV-03780,5685,2023-03-15
INV-03781,1254,2023-09-29
INV-03782,4636,2023-01-11
INV-03783,5049,2023-03-22
INV-03784,5501,2023-09-10
INV-03785,1311,2023-11-17
INV-03786,3863,2023-07-27
INV-03787,4962,2023-09-26
INV-03788,728,2023-11-02
INV-03789,3164,2023-05-21
INV-03790,2635,2023-02-04
INV-03791,5535,2023-06-26
INV-03792,3359,2023-08-12
INV-03793,1834,2023-06-13
INV-03794,1522,2023-05-28
INV-03795,1841,2023-01-27
INV-03796,3675,2023-09-16
INV-03797,534,2023-11-26
INV-03798,5784,2023-07-03
INV-03799,4919,2023-07-15
INV-03800,5413,2023-03-17
INV-03801,3005,2023-05-18
INV-03802,3940,2023-01-16
INV-03803,4262,2023-10-12
INV-03804,2184,2023-02-17
INV-03805,4815,2023-02-18
INV-03806,344,2023-03-21
INV-03807,3463,2023-01-08
INV-03808,1872,2023-11-15
INV-03809,237,2023-07-14
INV-03810,2255,2023-01-04
INV-03811,4687,2023-09-03
INV-03812,3348,2023-05-18
INV-03813,827,2023-06-28
INV-03814,705,2023-12-27
INV-03815,5387,2023-05-04
INV-03816,5856,2023-11-04
INV-03817,3991,2023-05-03
INV-03818,1878,2023-10-23
INV-03819,3059,2023-05-31
INV-03820,3631,2023-02-09
INV-03821,3502,2023-07-23
INV-03822,4586,2023-07-17
INV-03823,4751,2023-08-02
INV-03824,5980,2023-08-24
INV-03825,2682,2023-06-19
INV-03826,3678,2023-06-30
INV-03827,2314,2023-01-26
INV-03828,1411,2023-04-30
INV-03829,5133,2023-02-03
INV-03830,5872,2023-01-08
INV-03831,2039,2023-03-28
INV-03832,3065,2023-05-11
INV-03833,4639,2023-07-24
INV-03834,1933,2023-12-15
INV-03835,5730,2023-02-07
INV-03836,5467,2023-10-30
INV-03837,5590,2023-04-29
INV-03838,2060,2023-08-10
INV-03839,5802,2023-06-10
INV-03840,1074,2023-01-27
INV-03841,2450,2023-12-07
INV-03842,2527,2023-11-16
INV-03843,2553,2023-12-13
INV-03844,2473,2023-02-25
INV-03845,5603,2023-10-06
INV-03846,1567,2023-02-13
INV-03847,4938,2023-11-08
INV-03848,582,2023-05-28
INV-03849,3734,2023-07-15
INV-03850,1735,2023-01-29
INV-03851,3872,2023-03-18
INV-03852,3408,2023-11-17
INV-03853,4746,2023-11-02
INV-03854,1363,2023-02-18
INV-03855,534,2023-10-19
INV-03856,3275,2023-08-11
INV-03857,2653,2023-06-13
INV-03858,2072,2023-10-12
INV-03859,5563,2023-11-29
INV-03860,4126,2023-03-06
INV-03861,3585,2023-01-05
INV-03862,748,2023-09-21
INV-03863,5069,2023-08-15
INV-03864,1559,2023-08-24
INV-03865,997,2023-07-28
INV-03866,650,2023-01-04
INV-03867,4605,2023-05-13
INV-03868,324,2023-03-08
INV-03869,4287,2023-03-30
INV-03870,1035,2023-04-29
INV-03871,3482,2023-11-06
INV-03872,3577,2023-03-06
INV-03873,1426,2023-03-25
INV-03874,2343,2023-11-14
INV-03875,1246,2023-10-06
INV-03876,1748,2023-11-18
INV-03877,3570,2023-03-07
INV-03878,5127,2023-05-31
INV-03879,761,2023-12-13
INV-03880,573,2023-02-15
INV-03881,1331,2023-08-12
INV-03882,2127,2023-03-09
INV-03883,2973,2023-04-21
INV-03884,3174,2023-11-26
INV-03885,4231,2023-05-05
INV-03886,2594,2023-05-10
INV-03887,5510,2023-03-07
INV-03888,5492,2023-09-07
INV-03889,2194,2023-02-13
INV-03890,3541,2023-05-01
INV-03891,5269,2023-05-26
INV-03892,1633,2023-08-03
INV-03893,3405,2023-06-26
INV-03894,1834,2023-02-14
INV-03895,37,2023-04-27
INV-03896,4348,2023-06-24
INV-03897,5537,2023-06-24
INV-03898,2807,2023-10-05
INV-03899,1730,2023-05-04
INV-03900,1805,2023-12-18
INV-03901,2549,2023-06-13
INV-03902,3678,2023-10-11
INV-03903,3212,2023-02-21
INV-03904,1084,2023-08-15
INV-03905,5724,2023-01-01
INV-03906,1958,2023-09-12
INV-03907,1002,2023-04-25
INV-03908,1093,2023-09-01
INV-03909,1694,2023-01-03
INV-03910,479,2023-12-22
INV-03911,5896,2023-09-09
INV-03912,353,2023-11-10
INV-03913,3124,2023-12-07
INV-03914,4254,2023-12-19
INV-03915,73,2023-07-30
INV-03916,1116,2023-06-06
INV-03917,5423,2023-10-01
INV-03918,4514,2023-10-19
INV-03919,4943,2023-03-12
INV-03920,3990,2023-09-10
INV-03921,5926,2023-11-13
INV-03922,1677,2023-08-04
INV-03923,1149,2023-09-09
INV-03924,2767,2023-10-21
INV-03925,218,2023-11-09
INV-03926,1400,2023-09-20
INV-03927,3488,2023-02-25
INV-03928,758,2023-07-09
INV-03929,5580,2023-01-09
INV-03930,1774,2023-10-19
INV-03931,5736,2023-09-30
INV-03932,113,2023-12-27
INV-03933,1601,2023-01-27
INV-03934,913,2023-11-18
INV-03935,2239,2023-09-05
INV-03936,1285,2023-10-09
INV-03937,2398,2023-04-12
INV-03938,5788,2023-05-22
INV-03939,356,2023-04-11
INV-03940,1123,2023-09-12
INV-03941,380,2023-04-04
INV-03942,613,2023-12-16
INV-03943,2249,2023-09-26
INV-03944,1391,2023-02-15
INV-03945,1809,2023-12-27
INV-03946,3345,2023-03-04
INV-03947,1605,2023-03-16
INV-03948,5046,2023-04-10
INV-03949,4268,2023-01-20
INV-03950,1479,2023-01-28
INV-03951,1485,2023-10-11
INV-03952,1824,2023-07-15
INV-03953,4802,2023-09-05
INV-03954,185,2023-08-03
INV-03955,3908,2023-05-13
INV-03956,2397,2023-05-20
INV-03957,1113,2023-09-30
INV-03958,5708,2023-01-17
INV-03959,3590,2023-11-19
INV-03960,1859,2023-08-04
INV-03961,4404,2023-12-24
INV-03962,3127,2023-06-18
INV-03963,2785,2023-07-17
INV-03964,4430,2023-11-19
INV-03965,5733,2023-11-27
INV-03966,1910,2023-09-04
INV-03967,2245,2023-01-09
INV-03968,3816,2023-12-28
INV-03969,4112,2023-08-25
INV-03970,3310,2023-03-01
INV-03971,1358,2023-05-26
INV-03972,4696,2023-10-09
INV-03973,577,2023-12-25
INV-03974,738,2023-09-15
INV-03975,4623,2023-03-19
INV-03976,3035,2023-04-30
INV-03977,695,2023-05-10
INV-03978,3561,2023-11-17
INV-03979,321,2023-04-07
INV-03980,3114,2023-09-09
INV-03981,2613,2023-05-24
INV-03982,4069,2023-06-27
INV-03983,3590,2023-12-30
INV-03984,3995,2023-06-21
INV-03985,214,2023-09-03
INV-03986,439,2023-09-07
INV-03987,3763,2023-03-20
INV-03988,2644,2023-12-09
INV-03989,2907,2023-03-02
INV-03990,3678,2023-06-29
INV-03991,997,2023-06-20
INV-03992,5481,2023-12-26
INV-03993,2674,2023-09-05
INV-03994,3380,2023-07-18
INV-03995,5199,2023-02-15
INV-03996,3291,2023-01-30
INV-03997,5864,2023-07-19
INV-03998,2829,2023-04-30
INV-03999,4640,2023-03-03
INV-04000,5105,2023-08-21
INV-04001,231,2023-02-08
INV-04002,3783,2023-04-15
INV-04003,4087,2023-01-12
INV-04004,5900,2023-05-04
INV-04005,5782,2023-03-06
INV-04006,5856,2023-03-30
INV-04007,2446,2023-05-17
INV-04008,1384,2023-03-22
INV-04009,805,2023-08-10
INV-04010,3070,2023-10-31
INV-04011,1161,2023-12-13
INV-04012,530,2023-12-25
INV-04013,1855,2023-04-26
INV-04014,5697,2023-06-26
INV-04015,1581,2023-07-03
INV-04016,3015,2023-02-16
INV-04017,624,2023-02-08
INV-04018,1957,2023-05-15
INV-04019,1516,2023-10-19
INV-04020,729,2023-01-27
INV-04021,3749,2023-11-29
INV-04022,4410,2023-08-04
INV-04023,5416,2023-11-28
INV-04024,1314,2023-06-19
INV-04025,1774,2023-08-21
INV-04026,519,2023-06-26
INV-04027,5688,2023-05-18
INV-04028,52,2023-06-03
INV-04029,5769,2023-05-23
INV-04030,1858,2023-08-27
INV-04031,1321,2023-04-09
INV-04032,5936,2023-03-29
INV-04033,5855,2023-12-26
INV-04034,3081,2023-12-13
INV-04035,5272,2023-12-21
INV-04036,3102,2023-05-25
INV-04037,2865,2023-11-20
INV-04038,68,2023-08-10
INV-04039,2390,2023-09-03
INV-04040,5439,2023-12-16
INV-04041,5181,2023-12-29
INV-04042,5634,2023-11-12
INV-04043,2477,2023-12-05
INV-04044,5537,2023-07-23
INV-04045,4824,2023-01-04
INV-04046,1699,2023-09-28
INV-04047,1253,2023-03-11
INV-04048,5684,2023-09-19
INV-04049,2775,2023-07-24
INV-04050,1681,2023-02-28
INV-04051,3205,2023-06-21
INV-04052,4523,2023-10-25
INV-04053,4067,2023-09-24
INV-04054,2748,2023-02-19
INV-04055,1002,2023-04-16
INV-04056,1478,2023-02-10
INV-04057,4948,2023-10-02
INV-04058,2973,2023-07-03
INV-04059,1982,2023-04-19
INV-04060,3565,2023-11-25
INV-04061,3691,2023-07-21
INV-04062,3110,2023-05-17
INV-04063,2686,2023-01-18
INV-04064,1371,2023-05-22
INV-04065,1801,2023-05-18
INV-04066,131,2023-01-27
INV-04067,4903,2023-07-17
INV-04068,5813,2023-12-23
INV-04069,4034,2023-03-18
INV-04070,1559,2023-11-18
INV-04071,1985,2023-03-26
INV-04072,1144,2023-02-26
INV-04073,3652,2023-03-09
INV-04074,1120,2023-08-03
INV-04075,5791,2023-10-10
INV-04076,3745,2023-08-31
INV-04077,1397,2023-07-23
INV-04078,5542,2023-02-15
INV-04079,580,2023-11-08
INV-04080,2583,2023-03-24
INV-04081,4203,2023-03-08
INV-04082,4245,2023-12-19
INV-04083,3745,2023-05-11
INV-04084,3374,2023-04-28
INV-04085,607,2023-03-07
INV-04086,2356,2023-01-29
INV-04087,4060,2023-05-08
INV-04088,149,2023-11-22
INV-04089,1923,2023-04-30
INV-04090,3075,2023-06-01
INV-04091,3768,2023-02-06
INV-04092,1218,2023-05-03
INV-04093,895,2023-12-08
INV-04094,4769,2023-01-20
INV-04095,112,2023-10-31
INV-04096,3993,2023-08-30
INV-04097,1506,2023-01-17
INV-04098,3186,2023-03-17
INV-04099,2495,2023-08-04
INV-04100,1232,2023-09-23
INV-04101,5972,2023-09-19
INV-04102,821,2023-10-19
INV-04103,5542,2023-12-04
INV-04104,3087,2023-03-21
INV-04105,1594,2023-09-24
INV-04106,2383,2023-05-22
INV-04107,4342,2023-01-24
INV-04108,1332,2023-01-25
INV-04109,857,2023-05-17
INV-04110,3184,2023-08-08
INV-04111,1688,2023-09-11
INV-04112,3741,2023-05-09
INV-04113,4248,2023-06-03
INV-04114,1904,2023-05-07
INV-04115,3057,2023-10-30
INV-04116,4462,2023-07-21
INV-04117,1111,2023-03-30
INV-04118,5546,2023-12-17
INV-04119,4937,2023-04-25
INV-04120,4678,2023-07-15
INV-04121,1671,2023-05-28
INV-04122,1796,2023-12-23
INV-04123,4744,2023-05-24
INV-04124,1958,2023-04-15
INV-04125,4836,2023-07-25
INV-04126,5770,2023-07-14
INV-04127,4984,2023-07-11
INV-04128,1807,2023-10-31
INV-04129,1808,2023-05-24
INV-04130,3361,2023-08-31
INV-04131,1533,2023-05-02
INV-04132,958,2023-12-27
INV-04133,3211,2023-12-05
INV-04134,5074,2023-12-04
INV-04135,3260,2023-01-21
INV-04136,5707,2023-03-12
INV-04137,4858,2023-05-22
INV-04138,1945,2023-06-03
INV-04139,1850,2023-12-11
INV-04140,2824,2023-07-13
INV-04141,4099,2023-11-13
INV-04142,429,2023-09-05
INV-04143,5122,2023-11-18
INV-04144,5616,2023-07-09
INV-04145,1990,2023-08-03
INV-04146,4811,2023-01-03
INV-04147,4712,2023-05-08
INV-04148,5389,2023-12-29
INV-04149,1088,2023-07-10
INV-04150,394,2023-10-03
INV-04151,4525,2023-08-16
INV-04152,4720,2023-02-01
INV-04153,3897,2023-11-12
INV-04154,1641,2023-03-16
INV-04155,3434,2023-11-18
INV-04156,1493,2023-01-12
INV-04157,5285,2023-09-10
INV-04158,402,2023-03-25
INV-04159,1832,2023-09-05
INV-04160,1920,2023-05-13
INV-04161,5766,2023-04-12
INV-04162,1918,2023-04-25
INV-04163,2178,2023-11-17
INV-04164,5403,2023-06-02
INV-04165,3683,2023-02-27
INV-04166,5452,2023-04-06
INV-04167,998,2023-07-03
INV-04168,1998,2023-09-22
INV-04169,233,2023-03-24
INV-04170,5886,2023-09-10
INV-04171,174,2023-08-07
INV-04172,849,2023-01-27
INV-04173,4191,2023-08-18
INV-04174,3158,2023-04-11
INV-04175,5344,2023-01-10
INV-04176,149,2023-10-22
INV-04177,2002,2023-11-17
INV-04178,1762,2023-05-20
INV-04179,4481,2023-02-17
INV-04180,3484,2023-01-20
INV-04181,789,2023-04-18
INV-04182,443,2023-06-15
INV-04183,3564,2023-11-04
INV-04184,2040,2023-08-26
INV-04185,2839,2023-01-04
INV-04186,1731,2023-03-10
INV-04187,3905,2023-10-11
INV-04188,976,2023-03-09
INV-04189,5031,2023-12-16
INV-04190,5914,2023-03-28
INV-04191,398,2023-05-13
INV-04192,5082,2023-02-18
INV-04193,1373,2023-08-24
INV-04194,5106,2023-11-13
INV-04195,1448,2023-10-25
INV-04196,2673,2023-11-25
INV-04197,3346,2023-06-29
INV-04198,3212,2023-02-15
INV-04199,4254,2023-08-14
INV-04200,5531,2023-09-28
INV-04201,4356,2023-11-28
INV-04202,4186,2023-10-15
INV-04203,3770,2023-05-22
INV-04204,3101,2023-07-04
INV-04205,95,2023-12-11
INV-04206,2791,2023-03-29
INV-04207,4844,2023-10-14
INV-04208,438,2023-12-15
INV-04209,787,2023-12-23
INV-04210,743,2023-10-02
INV-04211,2578,2023-07-18
INV-04212,1843,2023-09-02
INV-04213,2889,2023-12-21
INV-04214,3420,2023-02-10
INV-04215,5375,2023-06-14
INV-04216,2050,2023-05-21
INV-04217,2052,2023-12-22
INV-04218,85,2023-09-30
INV-04219,4108,2023-04-18
INV-04220,5446,2023-03-31
INV-04221,870,2023-10-03
INV-04222,4822,2023-12-17
INV-04223,5319,2023-03-20
INV-04224,1214,2023-08-13
INV-04225,3763,2023-04-28
INV-04226,3738,2023-11-20
INV-04227,2641,2023-07-21
INV-04228,3442,2023-07-14
INV-04229,2222,2023-02-06
INV-04230,4073,2023-07-28
INV-04231,2999,2023-07-20
INV-04232,2885,2023-10-22
INV-04233,2468,2023-05-15
INV-04234,1909,2023-04-28
INV-04235,3068,2023-04-28
INV-04236,5777,2023-12-16
INV-04237,2183,2023-01-26
INV-04238,2918,2023-12-27
INV-04239,2984,2023-11-11
INV-04240,5066,2023-08-29
INV-04241,5078,2023-02-25
INV-04242,327,2023-09-03
INV-04243,5435,2023-08-04
INV-04244,4388,2023-07-17
INV-04245,1381,2023-01-21
INV-04246,3430,2023-07-12
INV-04247,207,2023-11-15
INV-04248,4094,2023-08-23
INV-04249,1834,2023-06-14
INV-04250,3218,2023-02-12
INV-04251,797,2023-11-17
INV-04252,3886,2023-07-24
INV-04253,5613,2023-12-24
INV-04254,598,2023-11-30
INV-04255,3587,2023-09-24
INV-04256,2173,2023-08-01
INV-04257,3580,2023-08-01
INV-04258,2937,2023-04-30
INV-04259,2010,2023-01-31
INV-04260,1335,2023-01-25
INV-04261,4918,2023-03-13
INV-04262,2311,2023-06-29
INV-04263,488,2023-07-03
INV-04264,3975,2023-02-27
INV-04265,4768,2023-03-09
INV-04266,5524,2023-02-07
INV-04267,1371,2023-05-14
INV-04268,3586,2023-10-24
INV-04269,2058,2023-11-09
INV-04270,4793,2023-02-10
INV-04271,5938,2023-07-31
INV-04272,3136,2023-10-01
INV-04273,565,2023-01-17
INV-04274,3769,2023-06-12
INV-04275,4881,2023-11-29
INV-04276,2834,2023-06-04
INV-04277,1001,2023-04-06
INV-04278,5502,2023-02-07
INV-04279,5354,2023-08-08
INV-04280,862,2023-03-29
INV-04281,111,2023-02-15
INV-04282,5980,2023-03-21
INV-04283,5708,2023-11-23
INV-04284,5199,2023-12-07
INV-04285,5220,2023-01-25
INV-04286,4361,2023-09-09
INV-04287,333,2023-01-15
INV-04288,3034,2023-07-14
INV-04289,3249,2023-11-23
INV-04290,3282,2023-07-20
INV-04291,5811,2023-06-18
INV-04292,4556,2023-01-20
INV-04293,5274,2023-03-01
INV-04294,2961,2023-01-13
INV-04295,3200,2023-07-12
INV-04296,2343,2023-02-13
INV-04297,3968,2023-06-20
INV-04298,415,2023-09-17
INV-04299,3003,2023-08-01
INV-04300,2872,2023-10-17
INV-04301,5933,2023-02-05
INV-04302,1363,2023-08-13
INV-04303,3651,2023-11-04
INV-04304,2879,2023-09-09
INV-04305,1693,2023-03-03
INV-04306,218,2023-09-29
INV-04307,1804,2023-04-27
INV-04308,4799,2023-04-27
INV-04309,875,2023-03-26
INV-04310,1485,2023-11-18
INV-04311,4631,2023-01-08
INV-04312,399,2023-11-17
INV-04313,1336,2023-12-30
INV-04314,4907,2023-01-01
INV-04315,3303,2023-01-08
INV-04316,502,2023-11-30
