AllocationID,AllocationDate,DepartmentID,ReturnDate,EquipmentID
AL1299,1/21/2023,117,1/31/2023,1875
AL1300,7/7/2023,118,7/19/2023,1876
AL1301,9/5/2023,119,9/15/2023,1877
AL1302,5/16/2023,120,5/31/2023,1878
AL1303,10/7/2023,121,10/22/2023,1879
AL1304,8/18/2023,122,9/2/2023,1880
AL1305,2/14/2023,123,2/24/2023,1881
AL1306,8/8/2023,124,8/22/2023,1882
AL1307,2/9/2023,125,2/21/2023,1883
AL1308,4/13/2023,126,4/23/2023,1884
AL1309,2/22/2023,127,3/9/2023,1885
AL1310,3/29/2023,128,4/9/2023,1886
AL1311,10/31/2023,129,11/11/2023,1887
AL1312,4/3/2023,130,4/18/2023,1888
AL1313,12/10/2023,131,12/25/2023,1889
AL1314,7/29/2023,132,8/11/2023,1890
AL1315,2/25/2023,133,3/9/2023,1891
AL1316,4/9/2023,134,4/23/2023,1892
AL1317,8/18/2023,135,8/29/2023,1893
AL1318,9/3/2023,136,9/14/2023,1894
AL1319,11/8/2023,137,11/19/2023,1895
AL1320,10/18/2023,138,10/28/2023,1896
AL1321,11/16/2023,139,11/30/2023,1897
AL1322,4/29/2023,140,5/10/2023,1898
AL1323,5/22/2023,141,6/4/2023,1899
AL1324,8/26/2023,142,9/6/2023,1900
AL1325,5/11/2023,143,5/21/2023,1901
AL1326,3/9/2023,144,3/22/2023,1902
AL1327,1/27/2023,145,2/7/2023,1903
AL1328,6/28/2023,146,7/12/2023,1904
AL1329,5/23/2023,147,6/2/2023,1905
AL1330,10/17/2023,148,10/31/2023,1906
AL1331,2/20/2023,149,3/7/2023,1907
AL1332,7/6/2023,150,7/16/2023,1908
AL1333,10/7/2023,151,10/22/2023,1909
AL1334,3/1/2023,152,3/13/2023,1910
AL1335,5/11/2023,153,5/22/2023,1911
AL1336,9/13/2023,154,9/25/2023,1912
AL1337,11/4/2023,155,11/14/2023,1913
AL1338,9/17/2023,156,10/2/2023,1914
AL1339,4/1/2023,157,4/16/2023,1915
AL1340,2/17/2023,158,2/28/2023,1916
AL1341,11/16/2023,159,11/26/2023,1917
AL1342,6/26/2023,160,7/11/2023,1918
AL1343,3/27/2023,161,4/10/2023,1919
AL1344,8/12/2023,162,8/25/2023,1920
AL1345,2/18/2023,163,3/3/2023,1921
AL1346,6/20/2023,164,7/1/2023,1922
AL1347,5/12/2023,165,5/26/2023,1923
AL1348,10/9/2023,166,10/24/2023,1924
AL1349,6/20/2023,167,7/2/2023,1925
AL1350,12/21/2023,168,1/3/2024,1926
AL1351,4/14/2023,169,4/26/2023,1927
AL1352,10/26/2023,170,11/6/2023,1928
AL1353,11/17/2023,171,11/27/2023,1929
AL1354,1/19/2023,172,2/3/2023,1930
AL1355,6/17/2023,173,6/27/2023,1931
AL1356,12/14/2023,174,12/26/2023,1932
AL1357,5/19/2023,175,6/3/2023,1933
AL1358,6/29/2023,176,7/14/2023,1934
AL1359,5/9/2023,177,5/24/2023,1935
AL1360,5/2/2023,178,5/14/2023,1936
AL1361,12/5/2023,179,12/17/2023,1937
AL1362,2/25/2023,180,3/8/2023,1938
AL1363,3/9/2023,181,3/20/2023,1939
AL1364,8/28/2023,182,9/12/2023,1940
AL1365,10/28/2023,183,11/12/2023,1941
AL1366,10/22/2023,184,11/5/2023,1942
AL1367,7/25/2023,185,8/4/2023,1943
AL1368,12/31/2023,186,1/12/2024,1944
AL1369,9/21/2023,187,10/5/2023,1945
AL1370,11/21/2023,188,12/5/2023,1946
AL1371,10/13/2023,189,10/27/2023,1947
AL1372,6/16/2023,190,6/30/2023,1948
AL1373,5/24/2023,191,6/7/2023,1949
AL1374,10/30/2023,192,11/10/2023,1950
AL1375,5/11/2023,193,5/21/2023,1951
AL1376,10/7/2023,194,10/20/2023,1952
AL1377,12/28/2023,195,1/7/2024,1953
AL1378,1/18/2023,196,1/29/2023,1954
AL1379,2/18/2023,197,3/2/2023,1955
AL1380,8/21/2023,1,9/2/2023,1956
AL1381,11/17/2023,2,11/29/2023,1957
AL1382,2/25/2023,3,3/11/2023,1958
AL1383,6/21/2023,4,7/1/2023,1959
AL1384,3/15/2023,5,3/29/2023,1960
AL1385,1/2/2023,6,1/17/2023,1961
AL1386,4/3/2023,7,4/14/2023,1962
AL1387,4/3/2023,8,4/16/2023,1963
AL1388,5/25/2023,9,6/6/2023,1964
AL1389,4/9/2023,10,4/22/2023,1965
AL1390,6/17/2023,11,6/28/2023,1966
AL1391,10/11/2023,12,10/24/2023,1967
AL1392,5/13/2023,13,5/26/2023,1968
AL1393,8/18/2023,14,9/1/2023,1969
AL1394,11/20/2023,15,12/4/2023,1970
AL1395,9/17/2023,16,9/30/2023,1971
AL1396,3/29/2023,17,4/8/2023,1972
AL1397,10/12/2023,18,10/22/2023,1973
AL1398,6/5/2023,19,6/18/2023,1974
AL1399,7/4/2023,20,7/19/2023,1975
AL1400,7/27/2023,21,8/10/2023,1976
AL1401,2/9/2023,22,2/22/2023,1977
AL1402,2/17/2023,23,3/2/2023,1978
AL1403,2/7/2023,24,2/19/2023,1979
AL1404,9/6/2023,25,9/18/2023,1980
AL1405,7/24/2023,26,8/3/2023,1981
AL1406,2/19/2023,27,3/3/2023,1982
AL1407,1/28/2023,28,2/10/2023,1983
AL1408,12/22/2023,29,1/2/2024,1984
AL1409,5/1/2023,30,5/13/2023,1985
AL1410,3/30/2023,31,4/10/2023,1986
AL1411,1/15/2023,32,1/25/2023,1987
AL1412,12/23/2023,33,1/5/2024,1988
AL1413,5/7/2023,34,5/21/2023,1989
AL1414,12/23/2023,35,1/2/2024,1990
AL1415,11/6/2023,36,11/17/2023,1991
AL1416,10/14/2023,37,10/29/2023,1992
AL1417,3/3/2023,38,3/14/2023,1993
AL1418,8/20/2023,39,9/1/2023,1994
AL1419,6/11/2023,40,6/26/2023,1995
AL1420,4/4/2023,41,4/15/2023,1996
AL1421,8/13/2023,42,8/26/2023,1997
AL1422,5/19/2023,43,6/3/2023,1998
AL1423,4/5/2023,44,4/17/2023,1999
AL1424,8/22/2023,45,9/6/2023,2000
AL1425,4/11/2023,46,4/25/2023,2001
AL1426,3/15/2023,47,3/26/2023,2002
AL1427,6/27/2023,48,7/12/2023,2003
AL1428,3/24/2023,49,4/4/2023,2004
AL1429,1/10/2023,50,1/24/2023,2005
AL1430,12/17/2023,51,12/30/2023,2006
AL1431,5/8/2023,52,5/20/2023,2007
AL1432,7/31/2023,53,8/12/2023,2008
AL1433,1/8/2023,54,1/18/2023,2009
AL1434,10/8/2023,55,10/22/2023,2010
AL1435,10/27/2023,56,11/7/2023,2011
AL1436,11/10/2023,57,11/21/2023,2012
AL1437,5/2/2023,58,5/16/2023,2013
AL1438,2/28/2023,59,3/11/2023,2014
AL1439,5/7/2023,60,5/19/2023,2015
AL1440,10/17/2023,61,10/30/2023,2016
AL1441,12/8/2023,62,12/22/2023,2017
AL1442,3/20/2023,63,4/3/2023,2018
AL1443,5/21/2023,64,6/4/2023,2019
AL1444,4/13/2023,65,4/24/2023,2020
AL1445,7/10/2023,66,7/25/2023,2021
AL1446,5/24/2023,67,6/5/2023,2022
AL1447,6/3/2023,68,6/17/2023,2023
AL1448,3/6/2023,69,3/17/2023,2024
AL1449,4/28/2023,70,5/12/2023,2025
AL1450,12/6/2023,71,12/21/2023,2026
AL1451,3/3/2023,72,3/18/2023,2027
AL1452,9/14/2023,73,9/28/2023,2028
AL1453,10/20/2023,74,11/3/2023,2029
AL1454,4/1/2023,75,4/13/2023,2030
AL1455,6/22/2023,76,7/6/2023,2031
AL1456,2/8/2023,77,2/18/2023,2032
AL1457,11/16/2023,78,11/27/2023,2033
AL1458,11/16/2023,79,11/27/2023,2034
AL1459,5/1/2023,80,5/14/2023,2035
AL1460,1/17/2023,81,1/28/2023,2036
AL1461,11/18/2023,82,12/1/2023,2037
AL1462,3/4/2023,83,3/15/2023,2038
AL1463,1/6/2023,84,1/17/2023,2039
AL1464,3/21/2023,85,4/3/2023,2040
AL1465,1/24/2023,86,2/8/2023,2041
AL1466,9/24/2023,87,10/6/2023,2042
AL1467,12/1/2023,88,12/12/2023,2043
AL1468,11/1/2023,89,11/14/2023,2044
AL1469,11/17/2023,90,11/28/2023,2045
AL1470,3/11/2023,91,3/24/2023,2046
AL1471,8/1/2023,92,8/12/2023,2047
AL1472,1/11/2023,93,1/25/2023,2048
AL1473,1/27/2023,94,2/8/2023,2049
AL1474,4/16/2023,95,4/27/2023,2050
AL1475,9/23/2023,96,10/5/2023,2051
AL1476,11/4/2023,97,11/15/2023,2052
AL1477,10/9/2023,98,10/20/2023,2053
AL1478,10/23/2023,99,11/5/2023,2054
AL1479,12/27/2023,100,1/8/2024,2055
AL1480,10/15/2023,101,10/25/2023,2056
AL1481,2/3/2023,102,2/18/2023,2057
AL1482,12/16/2023,103,12/28/2023,2058
AL1483,3/17/2023,104,3/30/2023,2059
AL1484,3/3/2023,105,3/15/2023,2060
AL1485,9/1/2023,106,9/15/2023,2061
AL1486,7/16/2023,107,7/26/2023,2062
AL1487,10/24/2023,108,11/3/2023,2063
AL1488,6/11/2023,109,6/26/2023,2064
AL1489,10/13/2023,110,10/24/2023,2065
AL1490,4/10/2023,111,4/25/2023,2066
AL1491,8/23/2023,112,9/3/2023,2067
AL1492,12/29/2023,113,1/11/2024,2068
AL1493,9/5/2023,114,9/19/2023,2069
AL1494,11/12/2023,115,11/27/2023,2070
AL1495,10/14/2023,116,10/25/2023,2071
AL1496,8/28/2023,117,9/8/2023,2072
AL1497,2/23/2023,118,3/9/2023,2073
AL1498,9/28/2023,119,10/11/2023,2074
AL1499,3/21/2023,120,3/31/2023,2075
AL1500,1/17/2023,121,1/28/2023,2076
AL1501,10/29/2023,122,11/10/2023,2077
AL1502,12/19/2023,123,12/30/2023,2078
AL1503,8/12/2023,124,8/23/2023,2079
AL1504,7/21/2023,125,8/1/2023,2080
AL1505,6/24/2023,126,7/8/2023,2081
AL1506,4/5/2023,127,4/15/2023,2082
AL1507,1/12/2023,128,1/23/2023,2083
AL1508,4/18/2023,129,5/1/2023,2084
AL1509,11/19/2023,130,12/3/2023,2085
AL1510,8/22/2023,131,9/1/2023,2086
AL1511,1/20/2023,132,1/30/2023,2087
AL1512,6/24/2023,133,7/9/2023,2088
AL1513,9/23/2023,134,10/4/2023,2089
AL1514,6/5/2023,135,6/19/2023,2090
AL1515,6/15/2023,136,6/29/2023,2091
AL1516,4/23/2023,137,5/3/2023,2092
AL1517,11/17/2023,138,11/27/2023,2093
AL1518,1/8/2023,139,1/20/2023,2094
AL1519,6/14/2023,140,6/28/2023,2095
AL1520,10/5/2023,141,10/16/2023,2096
AL1521,7/30/2023,142,8/13/2023,2097
AL1522,4/23/2023,143,5/8/2023,2098
AL1523,8/13/2023,144,8/28/2023,2099
AL1524,9/4/2023,145,9/14/2023,2100
AL1525,11/22/2023,146,12/7/2023,2101
AL1526,5/16/2023,147,5/30/2023,2102
AL1527,11/24/2023,148,12/7/2023,2103
AL1528,7/6/2023,149,7/20/2023,2104
AL1529,6/30/2023,150,7/11/2023,2105
AL1530,12/9/2023,151,12/21/2023,2106
AL1531,1/19/2023,152,2/3/2023,2107
AL1532,3/4/2023,153,3/14/2023,2108
AL1533,6/6/2023,154,6/20/2023,2109
AL1534,10/26/2023,155,11/9/2023,2110
AL1535,1/1/2024,156,1/11/2024,2111
AL1536,11/15/2023,157,11/25/2023,2112
AL1537,11/17/2023,158,11/30/2023,2113
AL1538,3/27/2023,159,4/8/2023,2114
AL1539,11/11/2023,160,11/26/2023,2115
AL1540,2/18/2023,161,2/28/2023,2116
AL1541,11/28/2023,162,12/10/2023,2117
AL1542,5/23/2023,163,6/2/2023,2118
AL1543,5/2/2023,164,5/12/2023,2119
AL1544,12/7/2023,165,12/19/2023,2120
AL1545,6/16/2023,166,6/30/2023,2121
AL1546,12/15/2023,167,12/29/2023,2122
AL1547,12/12/2023,168,12/22/2023,2123
AL1548,3/12/2023,169,3/25/2023,2124
AL1549,6/17/2023,170,6/28/2023,2125
AL1550,4/20/2023,171,5/5/2023,2126
AL1551,3/10/2023,172,3/22/2023,2127
AL1552,12/20/2023,173,1/1/2024,2128
AL1553,5/17/2023,174,5/30/2023,2129
AL1554,4/4/2023,175,4/16/2023,2130
AL1555,6/6/2023,176,6/21/2023,2131
AL1556,7/20/2023,177,8/2/2023,2132
AL1557,4/29/2023,178,5/11/2023,2133
AL1558,5/30/2023,179,6/14/2023,2134
AL1559,8/25/2023,180,9/5/2023,2135
AL1560,10/28/2023,181,11/10/2023,2136
AL1561,7/6/2023,182,7/21/2023,2137
AL1562,12/17/2023,183,12/28/2023,2138
AL1563,7/19/2023,184,7/31/2023,2139
AL1564,8/28/2023,185,9/8/2023,2140
AL1565,1/23/2023,186,2/6/2023,2141
AL1566,7/4/2023,187,7/16/2023,2142
AL1567,1/13/2023,188,1/28/2023,2143
AL1568,5/27/2023,189,6/11/2023,2144
AL1569,10/28/2023,190,11/10/2023,2145
AL1570,10/2/2023,191,10/15/2023,2146
AL1571,9/26/2023,192,10/6/2023,2147
AL1572,11/23/2023,193,12/6/2023,2148
AL1573,5/30/2023,194,6/12/2023,2149
AL1574,1/12/2023,195,1/23/2023,2150
AL1575,8/5/2023,196,8/20/2023,2151
AL1576,11/15/2023,197,11/27/2023,2152
AL1577,12/2/2023,1,12/13/2023,2153
AL1578,9/4/2023,2,9/17/2023,2154
AL1579,8/31/2023,3,9/13/2023,2155
AL1580,8/15/2023,4,8/26/2023,2156
AL1581,9/26/2023,5,10/11/2023,2157
AL1582,1/2/2023,6,1/14/2023,2158
AL1583,4/11/2023,7,4/23/2023,2159
AL1584,12/7/2023,8,12/20/2023,2160
AL1585,12/30/2023,9,1/13/2024,2161
AL1586,1/25/2023,10,2/6/2023,2162
AL1587,9/25/2023,11,10/5/2023,2163
AL1588,10/23/2023,12,11/7/2023,2164
AL1589,7/25/2023,13,8/5/2023,2165
AL1590,5/21/2023,14,6/4/2023,2166
AL1591,7/30/2023,15,8/9/2023,2167
AL1592,12/10/2023,16,12/23/2023,2168
AL1593,2/10/2023,17,2/24/2023,2169
AL1594,9/10/2023,18,9/25/2023,2170
AL1595,9/28/2023,19,10/8/2023,2171
AL1596,2/22/2023,20,3/5/2023,2172
AL1597,12/11/2023,21,12/22/2023,2173
AL1598,4/26/2023,22,5/6/2023,2174
AL1599,11/11/2023,23,11/25/2023,2175
AL1600,1/1/2024,24,1/16/2024,2176
AL1601,6/3/2023,25,6/14/2023,2177
AL1602,1/17/2023,26,1/30/2023,2178
AL1603,11/30/2023,27,12/10/2023,2179
AL1604,10/1/2023,28,10/14/2023,2180
AL1605,1/5/2023,29,1/20/2023,2181
AL1606,3/26/2023,30,4/8/2023,2182
AL1607,7/11/2023,31,7/22/2023,2183
AL1608,3/29/2023,32,4/8/2023,2184
AL1609,10/19/2023,33,11/2/2023,2185
AL1610,12/28/2023,34,1/12/2024,2186
AL1611,2/2/2023,35,2/16/2023,2187
AL1612,1/27/2023,36,2/9/2023,2188
AL1613,8/9/2023,37,8/22/2023,2189
AL1614,3/8/2023,38,3/23/2023,2190
AL1615,10/8/2023,39,10/19/2023,2191
AL1616,1/15/2023,40,1/26/2023,2192
AL1617,8/28/2023,41,9/9/2023,2193
AL1618,9/6/2023,42,9/18/2023,2194
AL1619,3/13/2023,43,3/24/2023,2195
AL1620,2/4/2023,44,2/18/2023,2196
AL1621,2/23/2023,45,3/8/2023,2197
AL1622,6/21/2023,46,7/1/2023,2198
AL1623,5/5/2023,47,5/16/2023,2199
AL1624,10/16/2023,48,10/29/2023,2200
AL1625,2/24/2023,49,3/7/2023,2201
AL1626,11/24/2023,50,12/8/2023,2202
AL1627,4/2/2023,51,4/17/2023,2203
AL1628,10/31/2023,52,11/11/2023,2204
AL1629,4/12/2023,53,4/23/2023,2205
AL1630,8/30/2023,54,9/11/2023,2206
AL1631,8/9/2023,55,8/23/2023,2207
AL1632,4/3/2023,56,4/13/2023,2208
AL1633,12/29/2023,57,1/13/2024,2209
AL1634,8/12/2023,58,8/26/2023,2210
AL1635,11/19/2023,59,11/29/2023,2211
AL1636,10/24/2023,60,11/4/2023,2212
AL1637,6/17/2023,61,6/30/2023,2213
AL1638,4/13/2023,62,4/25/2023,2214
AL1639,5/5/2023,63,5/19/2023,2215
AL1640,4/6/2023,64,4/16/2023,2216
AL1641,12/11/2023,65,12/25/2023,2217
AL1642,2/26/2023,66,3/11/2023,2218
AL1643,6/21/2023,67,7/1/2023,2219
AL1644,8/21/2023,68,9/1/2023,2220
AL1645,1/22/2023,69,2/4/2023,2221
AL1646,4/27/2023,70,5/10/2023,2222
AL1647,4/1/2023,71,4/13/2023,2223
AL1648,2/20/2023,72,3/6/2023,2224
AL1649,3/21/2023,73,4/3/2023,2225
AL1650,12/1/2023,74,12/13/2023,2226
AL1651,10/19/2023,75,10/31/2023,2227
AL1652,7/13/2023,76,7/24/2023,2228
AL1653,12/16/2023,77,12/26/2023,2229
AL1654,10/18/2023,78,10/31/2023,2230
AL1655,1/8/2023,79,1/20/2023,2231
AL1656,1/28/2023,80,2/8/2023,2232
AL1657,2/13/2023,81,2/28/2023,2233
AL1658,2/4/2023,82,2/14/2023,2234
AL1659,5/13/2023,83,5/26/2023,2235
AL1660,12/18/2023,84,12/30/2023,2236
AL1661,4/29/2023,85,5/9/2023,2237
AL1662,2/5/2023,86,2/15/2023,2238
AL1663,3/15/2023,87,3/27/2023,2239
AL1664,6/3/2023,88,6/14/2023,2240
AL1665,1/7/2023,89,1/20/2023,2241
AL1666,10/11/2023,90,10/23/2023,2242
AL1667,7/8/2023,91,7/20/2023,2243
AL1668,10/22/2023,92,11/1/2023,2244
AL1669,5/30/2023,93,6/14/2023,2245
AL1670,11/4/2023,94,11/15/2023,2246
AL1671,3/2/2023,95,3/16/2023,2247
AL1672,12/30/2023,96,1/12/2024,2248
AL1673,10/28/2023,97,11/8/2023,2249
AL1674,9/7/2023,98,9/21/2023,2250
AL1675,2/5/2023,99,2/18/2023,2251
AL1676,2/4/2023,100,2/18/2023,2252
AL1677,3/17/2023,101,3/30/2023,2253
AL1678,2/16/2023,102,2/27/2023,2254
AL1679,5/25/2023,103,6/6/2023,2255
AL1680,12/7/2023,104,12/19/2023,2256
AL1681,10/31/2023,105,11/14/2023,2257
AL1682,11/18/2023,106,11/30/2023,2258
AL1683,6/1/2023,107,6/13/2023,2259
AL1684,6/15/2023,108,6/25/2023,2260
AL1685,1/5/2023,109,1/16/2023,2261
AL1686,12/29/2023,110,1/13/2024,2262
AL1687,5/11/2023,111,5/25/2023,2263
AL1688,6/15/2023,112,6/29/2023,2264
AL1689,4/13/2023,113,4/24/2023,2265
AL1690,12/13/2023,114,12/24/2023,2266
AL1691,9/16/2023,115,9/30/2023,2267
AL1692,4/8/2023,116,4/19/2023,2268
AL1693,2/28/2023,117,3/10/2023,2269
AL1694,8/13/2023,118,8/24/2023,2270
AL1695,8/30/2023,119,9/10/2023,2271
AL1696,3/18/2023,120,4/2/2023,2272
AL1697,10/20/2023,121,11/3/2023,2273
AL1698,1/6/2023,122,1/18/2023,2274
AL1699,5/22/2023,123,6/3/2023,2275
AL1700,5/11/2023,124,5/22/2023,2276
AL1701,8/28/2023,125,9/10/2023,2277
AL1702,5/26/2023,126,6/7/2023,2278
AL1703,12/7/2023,127,12/20/2023,2279
AL1704,12/20/2023,128,1/2/2024,2280
AL1705,11/4/2023,129,11/19/2023,2281
AL1706,12/19/2023,130,1/2/2024,2282
AL1707,1/25/2023,131,2/6/2023,2283
AL1708,11/4/2023,132,11/16/2023,2284
AL1709,11/29/2023,133,12/13/2023,2285
AL1710,10/24/2023,134,11/4/2023,2286
AL1711,12/21/2023,135,1/3/2024,2287
AL1712,11/8/2023,136,11/20/2023,2288
AL1713,7/15/2023,137,7/27/2023,2289
AL1714,1/15/2023,138,1/25/2023,2290
AL1715,12/7/2023,139,12/22/2023,2291
AL1716,4/30/2023,140,5/11/2023,2292
AL1717,8/3/2023,141,8/15/2023,2293
AL1718,10/8/2023,142,10/19/2023,2294
AL1719,7/5/2023,143,7/17/2023,2295
AL1720,4/17/2023,144,5/1/2023,2296
AL1721,9/16/2023,145,9/30/2023,2297
AL1722,4/8/2023,146,4/22/2023,2298
AL1723,1/9/2023,147,1/19/2023,2299
AL1724,7/25/2023,148,8/4/2023,2300
AL1725,12/9/2023,149,12/22/2023,2301
AL1726,9/29/2023,150,10/10/2023,2302
AL1727,11/22/2023,151,12/4/2023,2303
AL1728,6/4/2023,152,6/19/2023,2304
AL1729,12/3/2023,153,12/14/2023,2305
AL1730,10/16/2023,154,10/31/2023,2306
AL1731,2/27/2023,155,3/12/2023,2307
AL1732,12/17/2023,156,12/31/2023,2308
AL1733,10/18/2023,157,10/28/2023,2309
AL1734,3/27/2023,158,4/8/2023,2310
AL1735,7/7/2023,159,7/22/2023,2311
AL1736,6/8/2023,160,6/22/2023,2312
AL1737,11/24/2023,161,12/9/2023,2313
AL1738,7/13/2023,162,7/25/2023,2314
AL1739,7/25/2023,163,8/4/2023,2315
AL1740,4/5/2023,164,4/18/2023,2316
AL1741,9/14/2023,165,9/24/2023,2317
AL1742,10/30/2023,166,11/10/2023,2318
AL1743,2/15/2023,167,2/25/2023,2319
AL1744,6/18/2023,168,7/3/2023,2320
AL1745,4/16/2023,169,4/27/2023,2321
AL1746,10/11/2023,170,10/26/2023,2322
AL1747,7/23/2023,171,8/7/2023,2323
AL1748,2/6/2023,172,2/19/2023,2324
AL1749,2/22/2023,173,3/8/2023,2325
AL1750,4/1/2023,174,4/14/2023,2326
AL1751,7/25/2023,175,8/6/2023,2327
AL1752,9/13/2023,176,9/23/2023,2328
AL1753,9/17/2023,177,9/29/2023,2329
AL1754,5/25/2023,178,6/7/2023,2330
AL1755,7/4/2023,179,7/14/2023,2331
AL1756,8/18/2023,180,8/28/2023,2332
AL1757,7/22/2023,181,8/1/2023,2333
AL1758,12/19/2023,182,1/2/2024,2334
AL1759,2/23/2023,183,3/7/2023,2335
AL1760,4/13/2023,184,4/24/2023,2336
AL1761,5/8/2023,185,5/22/2023,2337
AL1762,9/20/2023,186,10/2/2023,2338
AL1763,3/31/2023,187,4/11/2023,2339
AL1764,6/15/2023,188,6/27/2023,2340
AL1765,8/1/2023,189,8/11/2023,2341
AL1766,9/9/2023,190,9/22/2023,2342
AL1767,6/30/2023,191,7/14/2023,2343
AL1768,4/17/2023,192,5/1/2023,2344
AL1769,2/18/2023,193,2/28/2023,2345
AL1770,12/5/2023,194,12/15/2023,2346
AL1771,2/21/2023,195,3/8/2023,2347
AL1772,4/28/2023,196,5/12/2023,2348
AL1773,8/7/2023,197,8/20/2023,2349
AL1774,9/30/2023,1,10/15/2023,2350
AL1775,10/5/2023,2,10/18/2023,2351
AL1776,11/25/2023,3,12/9/2023,2352
AL1777,12/14/2023,4,12/28/2023,2353
AL1778,8/17/2023,5,8/29/2023,2354
AL1779,8/12/2023,6,8/22/2023,2355
AL1780,3/28/2023,7,4/12/2023,2356
AL1781,3/20/2023,8,4/3/2023,2357
AL1782,1/31/2023,9,2/11/2023,2358
AL1783,3/1/2023,10,3/11/2023,2359
AL1784,8/4/2023,11,8/18/2023,2360
AL1785,5/19/2023,12,6/1/2023,2361
AL1786,9/27/2023,13,10/7/2023,2362
AL1787,5/3/2023,14,5/16/2023,2363
AL1788,3/21/2023,15,4/1/2023,2364
AL1789,4/3/2023,16,4/17/2023,2365
AL1790,1/6/2023,17,1/21/2023,2366
AL1791,8/15/2023,18,8/30/2023,2367
AL1792,4/10/2023,19,4/21/2023,2368
AL1793,12/22/2023,20,1/2/2024,2369
AL1794,5/30/2023,21,6/14/2023,2370
AL1795,3/8/2023,22,3/23/2023,2371
AL1796,11/27/2023,23,12/11/2023,2372
AL1797,7/20/2023,24,8/2/2023,2373
AL1798,4/26/2023,25,5/11/2023,2374
AL1799,11/4/2023,26,11/18/2023,2375
AL1800,3/9/2023,27,3/20/2023,2376
AL1801,8/5/2023,28,8/17/2023,2377
AL1802,8/15/2023,29,8/26/2023,2378
AL1803,8/8/2023,30,8/21/2023,2379
AL1804,2/17/2023,31,2/27/2023,2380
AL1805,8/7/2023,32,8/22/2023,2381
AL1806,6/13/2023,33,6/24/2023,2382
AL1807,5/17/2023,34,5/31/2023,2383
AL1808,3/22/2023,35,4/5/2023,2384
AL1809,3/1/2023,36,3/13/2023,2385
AL1810,11/13/2023,37,11/28/2023,2386
AL1811,6/13/2023,38,6/25/2023,2387
AL1812,8/22/2023,39,9/1/2023,2388
AL1813,6/17/2023,40,7/2/2023,2389
AL1814,4/3/2023,41,4/17/2023,2390
AL1815,2/24/2023,42,3/9/2023,2391
AL1816,10/8/2023,43,10/20/2023,2392
AL1817,3/26/2023,44,4/5/2023,2393
AL1818,4/26/2023,45,5/9/2023,2394
AL1819,1/11/2023,46,1/26/2023,2395
AL1820,5/23/2023,47,6/3/2023,2396
AL1821,2/3/2023,48,2/14/2023,2397
AL1822,11/6/2023,49,11/20/2023,2398
AL1823,2/1/2023,50,2/15/2023,2399
AL1824,10/7/2023,51,10/22/2023,2400
AL1825,8/13/2023,52,8/27/2023,2401
AL1826,12/30/2023,53,1/13/2024,2402
AL1827,9/27/2023,54,10/11/2023,2403
AL1828,9/20/2023,55,10/1/2023,2404
AL1829,5/9/2023,56,5/23/2023,2405
AL1830,6/8/2023,57,6/18/2023,2406
AL1831,2/6/2023,58,2/16/2023,2407
AL1832,11/4/2023,59,11/15/2023,2408
AL1833,2/12/2023,60,2/24/2023,2409
AL1834,3/30/2023,61,4/12/2023,2410
AL1835,8/23/2023,62,9/5/2023,2411
AL1836,11/22/2023,63,12/4/2023,2412
AL1837,12/13/2023,64,12/28/2023,2413
AL1838,9/25/2023,65,10/5/2023,2414
AL1839,4/19/2023,66,4/29/2023,2415
AL1840,3/4/2023,67,3/15/2023,2416
AL1841,7/2/2023,68,7/12/2023,2417
AL1842,8/8/2023,69,8/20/2023,2418
AL1843,5/7/2023,70,5/18/2023,2419
AL1844,7/31/2023,71,8/14/2023,2420
AL1845,5/20/2023,72,6/1/2023,2421
AL1846,11/20/2023,73,12/1/2023,2422
AL1847,1/20/2023,74,2/3/2023,2423
AL1848,7/27/2023,75,8/9/2023,2424
AL1849,1/14/2023,76,1/26/2023,2425
AL1850,10/25/2023,77,11/4/2023,2426
AL1851,11/9/2023,78,11/23/2023,2427
AL1852,8/8/2023,79,8/18/2023,2428
AL1853,4/6/2023,80,4/16/2023,2429
AL1854,10/22/2023,81,11/5/2023,2430
AL1855,1/22/2023,82,2/5/2023,2431
AL1856,3/21/2023,83,4/2/2023,2432
AL1857,5/3/2023,84,5/14/2023,2433
AL1858,2/5/2023,85,2/20/2023,2434
AL1859,1/15/2023,86,1/27/2023,2435
AL1860,7/10/2023,87,7/20/2023,2436
AL1861,9/8/2023,88,9/23/2023,2437
AL1862,5/9/2023,89,5/21/2023,2438
AL1863,7/9/2023,90,7/22/2023,2439
AL1864,5/29/2023,91,6/9/2023,2440
AL1865,7/29/2023,92,8/8/2023,2441
AL1866,7/9/2023,93,7/23/2023,2442
AL1867,3/5/2023,94,3/15/2023,2443
AL1868,6/21/2023,95,7/6/2023,2444
AL1869,8/3/2023,96,8/16/2023,2445
AL1870,3/30/2023,97,4/13/2023,2446
AL1871,1/19/2023,98,2/1/2023,2447
AL1872,4/11/2023,99,4/21/2023,2448
AL1873,8/25/2023,100,9/6/2023,2449
AL1874,5/8/2023,101,5/22/2023,2450
AL1875,5/3/2023,102,5/17/2023,2451
AL1876,4/8/2023,103,4/23/2023,2452
AL1877,5/25/2023,104,6/8/2023,2453
AL1878,3/2/2023,105,3/16/2023,2454
AL1879,12/14/2023,106,12/24/2023,2455
